key,place_name,admin_name1,latitude,longitude,accuracy
IN/383325,Bayad,Gujarat,23.2167,73.2167,4
IN/383327,Choila,Gujarat,23.2167,73.2167,
IN/383335,Gabat,Gujarat,23.2667,73.35,4
IN/383345,Malpur,Gujarat,22.05,72.5667,4
IN/383410,Badoli,Gujarat,23.8333,73,
IN/383421,Chithoda,Gujarat,23.8333,73,
IN/383430,Idar,Gujarat,23.8333,73,4
IN/383440,Kadiadra,Gujarat,23.8333,73,
IN/383462,Kadiawada,Gujarat,23.8333,73,
IN/383781,Fatepur (Sk),Gujarat,23.5762,74.9214,
IN/384001,Mahesana H O,Gujarat,23.5037,72.1241,
IN/384002,Railway Colony,Gujarat,23.5037,72.1241,
IN/384011,Gambhu,Gujarat,23.5037,72.1241,
IN/384110,Balisana,Gujarat,23.5037,72.1241,
IN/384121,Daumoti,Gujarat,23.5037,72.1241,
IN/384122,Jetalvasna,Gujarat,23.5037,72.1241,
IN/384130,Kahoda,Gujarat,23.5037,72.1241,
IN/384132,Lunva,Gujarat,23.5037,72.1241,
IN/384133,Mandali,Gujarat,23.5037,72.1241,
IN/384140,Kamli,Gujarat,23.5037,72.1241,
IN/384151,Zampli Pole,Gujarat,23.5037,72.1241,
IN/384160,Unava,Gujarat,23.5037,72.1241,
IN/384170,Unjha H O,Gujarat,23.5037,72.1241,
IN/384172,Dasaj,Gujarat,23.5037,72.1241,
IN/384175,Aithor,Gujarat,23.5037,72.1241,
IN/384177,Upera,Gujarat,23.5037,72.1241,
IN/384178,Maktupur,Gujarat,23.5037,72.1241,
IN/384205,Panchot,Gujarat,23.63,71.98,
IN/384206,Palodar,Gujarat,23.63,71.98,
IN/384207,Chhatiarda,Gujarat,23.63,71.98,
IN/384211,Sankhalpur,Gujarat,23.5333,72.0333,4
IN/384213,Kalri,Gujarat,23.5167,72.0667,4
IN/384220,Chanasma,Gujarat,23.7167,72.1167,4
IN/384221,Vadavli,Gujarat,23.7167,72.1167,
IN/384229,Lanva,Gujarat,23.7167,72.1167,
IN/384230,Kamboi,Gujarat,23.63,71.98,
IN/384231,Kalyana,Gujarat,23.63,71.98,
IN/384235,Palasar,Gujarat,23.63,71.98,
IN/384240,Harij,Gujarat,23.7,71.9,4
IN/384242,Lolada,Gujarat,23.6917,71.8417,
IN/384245,Sami,Gujarat,23.6833,71.7833,4
IN/384246,Sankheswar,Gujarat,23.6917,71.8417,
IN/384256,Chandrumana,Gujarat,23.63,71.98,
IN/384257,Adia,Gujarat,23.63,71.98,
IN/384265,Rajkawada,Gujarat,23.63,71.98,
IN/384271,Aghar,Gujarat,23.63,71.98,
IN/384274,Wamaiya,Gujarat,23.63,71.98,
IN/384276,Sander,Gujarat,23.63,71.98,
IN/384277,Sankhari,Gujarat,23.63,71.98,
IN/384285,Wagrod,Gujarat,23.63,71.98,
IN/384290,Kakoshi,Gujarat,23.63,71.98,
IN/384305,Kada,Gujarat,23.7833,72.5667,
IN/384312,Tarabh,Gujarat,23.7833,72.5667,
IN/384320,Umta,Gujarat,23.7833,72.5667,4
IN/384321,Jaska,Gujarat,23.7833,72.5667,
IN/384327,Dabhad,Gujarat,23.7833,72.5667,
IN/384328,DABHODA (Mahesana),Gujarat,23.7833,72.5667,
IN/384350,Taranga Hill R S,Gujarat,23.7833,72.5667,
IN/384365,Chhablia,Gujarat,23.7833,72.5667,
IN/384370,Kahipur,Gujarat,23.7833,72.5667,
IN/384375,Kamana,Gujarat,23.7833,72.5667,
IN/384410,Balol,Gujarat,22.5333,72.1167,4
IN/384411,Maguna,Gujarat,23.5833,72.2833,4
IN/384430,Santhal,Gujarat,23.4833,72.25,4
IN/384435,Linch,Gujarat,23.4833,72.25,
IN/384440,Lakhvad,Gujarat,23.2,72.2167,
IN/384513,Dabhi,Gujarat,23.5037,72.1241,
IN/385001,Palanpur Joravar,Gujarat,24,71.9333,
IN/385002,Palace,Gujarat,24,71.9333,
IN/385010,Chitrasani,Gujarat,24,71.9333,
IN/385011,Jagana,Gujarat,24,71.9333,
IN/385111,Chadotar,Gujarat,24.2333,72.5167,
IN/385112,Malan,Gujarat,24.2333,72.5167,4
IN/385120,Danta Bhavangadh,Gujarat,24.1833,72.7667,4
IN/385135,Iqbalgadh,Gujarat,24.2083,72.6417,
IN/385210,Chhapi,Gujarat,24,71.9333,
IN/385215,Majadar,Gujarat,24,71.9333,
IN/385315,Ramsan,Gujarat,24.4333,72.05,4
IN/385325,Tervada,Gujarat,24.0333,71.7,4
IN/385340,Radhanpur,Gujarat,23.8333,71.6,4
IN/385350,Santalpur,Gujarat,23.75,71.1667,4
IN/385410,Vadgam,Gujarat,23.3667,71.7667,4
IN/385421,Mamadpur,Gujarat,23.3667,71.7667,
IN/385505,Dantiwada Colony,Gujarat,24.0333,71.9267,
IN/385510,Chandisar,Gujarat,24.2167,72.3167,4
IN/385515,Gadh,Gujarat,24.2167,72.3167,
IN/385516,Samdhi Ranajivas,Gujarat,24.2167,72.3167,
IN/385519,Madana,Gujarat,24.2167,72.3167,
IN/385526,Basu,Gujarat,24.0667,72.3167,4
IN/385531,Madetha,Gujarat,24.0333,71.9267,
IN/385533,Kamboi Bk,Gujarat,24.0333,71.9267,
IN/385541,Lakhani,Gujarat,24.0333,71.9267,
IN/385546,Panthavada,Gujarat,24.0333,71.9267,
IN/385551,Umbari,Gujarat,23.9667,71.8167,
IN/385555,Thara,Gujarat,23.9667,71.8167,4
IN/385560,Un,Gujarat,23.8833,71.7667,4
IN/385565,Tharad,Gujarat,24.0333,71.4167,4
IN/385585,Malgadh,Gujarat,24.0333,71.9267,
IN/385586,Agathala,Gujarat,24.0333,71.9267,
IN/385590,Vada,Gujarat,24.0333,71.9267,
IN/385595,Chekhla,Gujarat,24.0333,71.9267,
IN/387001,Nadiad H O,Gujarat,22.84,73.01,
IN/387002,Patel Society Area,Gujarat,22.84,73.01,
IN/387110,Ghodasar,Gujarat,24.45,71.85,
IN/387111,Jaravat,Gujarat,22.84,73.01,
IN/387113,Kailash Hindu Lodge,Gujarat,22.84,73.01,
IN/387140,Haldarwas,Gujarat,22.84,73.01,
IN/387210,Dabhow,Gujarat,22.84,73.01,
IN/387220,Malataj,Gujarat,22.84,73.01,
IN/387315,Chaklasi,Gujarat,22.65,72.9333,4
IN/387320,Dabhan,Gujarat,22.8208,72.975,
IN/387335,Mahudha,Gujarat,22.8167,72.9333,4
IN/387340,Mahisa,Gujarat,22.85,73.05,4
IN/387345,Narsanda,Gujarat,22.85,73.05,
IN/387350,Palana,Gujarat,22.8208,72.975,
IN/387360,Salun,Gujarat,22.9667,72.9833,
IN/387365,Torna,Gujarat,22.9667,72.9833,4
IN/387370,Uttarsanda,Gujarat,22.8208,72.975,
IN/387375,Vadtal,Gujarat,22.8208,72.975,
IN/387520,Limbasi,Gujarat,22.84,73.01,
IN/387560,Radhu,Gujarat,22.84,73.01,
IN/387620,Gandhi Chowk,Gujarat,22.9167,73.15,
IN/387635,Chhipadi,Gujarat,22.9167,73.15,
IN/387640,Lasundra,Gujarat,22.9167,73.15,4
IN/387710,Ramol,Gujarat,22.84,73.01,
IN/388001,V T College,Gujarat,22.7483,73.2167,
IN/388110,Agri Inst Anand,Gujarat,22.4833,72.7167,
IN/388120,V V Nagar,Gujarat,22.4833,72.7167,
IN/388122,Gamdi,Gujarat,22.4833,72.7167,
IN/388132,Sandesar,Gujarat,22.4833,72.7167,
IN/388150,Nar,Gujarat,22.4833,72.7167,4
IN/388160,Pandoli,Gujarat,22.4833,72.7167,
IN/388180,Tarapur,Gujarat,22.4833,72.7167,
IN/388210,Ode,Gujarat,22.9292,73.2958,
IN/388215,Thamna,Gujarat,22.9292,73.2958,
IN/388217,Padal,Gujarat,22.9292,73.2958,
IN/388220,Umreth,Gujarat,22.7,73.1167,4
IN/388225,Dakor H O,Gujarat,22.7,73.1167,
IN/388230,Kalsar,Gujarat,22.9292,73.2958,
IN/388236,Wanakbori,Gujarat,22.9292,73.2958,
IN/388238,Wanghroli,Gujarat,22.9292,73.2958,
IN/388239,T P S,Gujarat,22.9292,73.2958,
IN/388250,Thasra,Gujarat,22.8,73.2167,4
IN/388255,Vadasinor,Gujarat,22.95,73.3333,4
IN/388256,Saliawadi,Gujarat,22.875,73.275,
IN/388257,Othwad,Gujarat,22.875,73.275,
IN/388258,Vaddla Vadasinor,Gujarat,22.875,73.275,
IN/388261,Debhari,Gujarat,23.2667,73.5167,4
IN/388265,Pandva,Gujarat,23.2667,73.5167,
IN/388266,Jetholi,Gujarat,23.2667,73.5167,
IN/388267,Bar,Gujarat,23.2667,73.5167,
IN/388305,Adas,Gujarat,22.4833,72.9667,
IN/388310,Ajarpura,Gujarat,22.4833,72.9667,
IN/388315,Bakrol,Gujarat,22.4833,72.9667,
IN/388320,Chikhodra,Gujarat,22.4833,72.9667,
IN/388350,Napad,Gujarat,22.4833,72.9667,4
IN/388360,Samarkha,Gujarat,22.4833,72.9667,
IN/388370,Vadod,Gujarat,22.4833,72.9667,
IN/388410,Bandhani,Gujarat,22.7483,73.2167,
IN/388421,Changa,Gujarat,22.7483,73.2167,
IN/388425,Gambhira,Gujarat,22.7483,73.2167,
IN/388435,Vadadla,Gujarat,22.7483,73.2167,
IN/388450,R S,Gujarat,22.7483,73.2167,
IN/388465,Palaj,Gujarat,22.7483,73.2167,
IN/388466,Charotar,Gujarat,22.7483,73.2167,
IN/388515,Umeta,Gujarat,22.3333,73.0333,4
IN/388520,Bamangam,Gujarat,22.3333,73.0333,
IN/388540,Gandhi Ganj,Gujarat,22.3333,73.0333,
IN/388544,Davol,Gujarat,22.3333,73.0333,
IN/388555,Kalamsar,Gujarat,22.3333,73.0333,
IN/388556,Dehvan,Gujarat,22.3333,73.0333,
IN/388560,Napa,Gujarat,22.3333,73.0333,
IN/388620,Ghasgawara,Gujarat,22.7483,73.2167,
IN/388640,Undel,Gujarat,22.7483,73.2167,
IN/388710,Timba Road,Gujarat,22.8167,73.3833,4
IN/388711,Timba,Gujarat,22.8167,73.4,4
IN/388712,Nadisar,Gujarat,22.8222,73.4222,
IN/388713,Kakanpur,Gujarat,22.8333,73.4833,4
IN/389001,R S,Gujarat,22.8667,73.8405,
IN/389111,Limdi Doli,Gujarat,22.8556,74.0889,
IN/389120,Sant Road,Gujarat,22.8556,74.0889,
IN/389121,Natapur,Gujarat,22.8556,74.0889,
IN/389122,Orvada,Gujarat,22.8556,74.0889,
IN/389140,Limkheda,Gujarat,22.8167,73.9833,4
IN/389145,Kadwal,Gujarat,22.8167,73.9833,
IN/389151,Dahod H O,Gujarat,22.6833,74.3167,
IN/389155,Garbada,Gujarat,22.6833,74.3167,4
IN/389156,Abhlod,Gujarat,22.6833,74.3167,
IN/389157,Bavka,Gujarat,22.6833,74.3167,
IN/389160,Freeland Ganj Dahod,Gujarat,22.8556,74.0889,
IN/389172,Fatepura (Pm),Gujarat,23.0667,73.9667,
IN/389175,Sanjeli,Gujarat,23.0667,73.9667,4
IN/389180,Limdi Pm,Gujarat,22.8556,74.0889,
IN/389230,Mandvi,Gujarat,22.8333,69.3667,
IN/389232,Bakor,Gujarat,23.3333,73.6,4
IN/389240,Kadana,Gujarat,23.3,73.8333,4
IN/389260,Santrampur,Gujarat,23.3167,73.7167,
IN/389310,Deiol,Gujarat,22.4333,73.5917,
IN/389325,Jantral Pm,Gujarat,22.4333,73.5917,
IN/389330,Kalol P M,Gujarat,22.4333,73.5917,
IN/389341,Adadra,Gujarat,22.4333,73.5917,
IN/389342,Eral,Gujarat,22.4333,73.5917,
IN/389350,Halol,Gujarat,22.5,73.4667,4
IN/389352,Baska,Gujarat,22.5,73.4667,
IN/389365,Ghogamba,Gujarat,22.4333,73.5917,
IN/389390,Jambughoda,Gujarat,22.3667,73.7167,4
IN/390001,Vadodara,Gujarat,22.3,73.2,4
IN/390002,Chhani Road,Gujarat,21.9417,73.2917,
IN/390003,Vadodara Chemical Industr,Gujarat,21.9417,73.2917,
IN/390004,Vadodara Pratapnagar,Gujarat,21.9417,73.2917,
IN/390005,Akota,Gujarat,21.9417,73.2917,
IN/390006,Harni Aerodrame,Gujarat,21.9417,73.2917,
IN/390007,Vadodara Race Course,Gujarat,21.9417,73.2917,
IN/390008,Vadodara E M E School,Gujarat,21.9417,73.2917,
IN/390009,Vadodara O N G C Colony,Gujarat,21.9417,73.2917,
IN/390010,Vadodara Makarpura I E,Gujarat,21.9417,73.2917,
IN/390011,Vadodara Manjalpur,Gujarat,21.9417,73.2917,
IN/390012,Vadodara Atlardra,Gujarat,21.9417,73.2917,
IN/390013,Vadodara Maneja,Gujarat,21.9417,73.2917,
IN/390014,Vadodara Makarpura,Gujarat,21.9417,73.2917,
IN/390015,Vadodara Vidyutnagar Colo,Gujarat,21.9417,73.2917,
IN/390016,Vadodara Ind Estate,Gujarat,21.9417,73.2917,
IN/390017,Gendigate,Gujarat,21.9417,73.2917,
IN/390018,Vadodara Kareli Bag,Gujarat,21.9417,73.2917,
IN/390019,Vaghodia Road,Gujarat,21.9417,73.2917,
IN/391105,Chandod,Gujarat,21.9833,73.4667,4
IN/391107,Thuvavi,Gujarat,21.9833,73.4667,
IN/391108,Furtikui,Gujarat,21.9833,73.4667,
IN/391110,Vadodari Bhaghol,Gujarat,22.1111,73.7528,
IN/391120,Tilakwada,Gujarat,21.95,73.5833,4
IN/391137,Nana Amodra,Gujarat,22.1111,73.7528,
IN/391141,Chalamali,Gujarat,22.1667,73.5833,
IN/391142,Kadachhala,Gujarat,22.1667,73.5833,
IN/391145,Sankheda,Gujarat,22.1667,73.5833,4
IN/391146,Parvata,Gujarat,22.1667,73.5833,
IN/391150,Naswadi,Gujarat,22.05,73.8333,
IN/391151,Tanakhala,Gujarat,22.05,73.8333,
IN/391152,Gad Boriad,Gujarat,22.05,73.8333,4
IN/391155,Jabugam,Gujarat,22.05,73.8333,
IN/391156,Tejgadh,Gujarat,22.05,73.8333,
IN/391165,Chhota Udepur,Gujarat,22.3167,74.0167,4
IN/391168,Panvad,Gujarat,22.2,74.0333,4
IN/391175,Kadipani,Gujarat,22.1111,73.7528,
IN/391210,Kandari,Gujarat,22.0833,73.3333,
IN/391230,Mandala,Gujarat,22.0833,73.3333,4
IN/391250,Sadhli,Gujarat,22.0833,73.3333,
IN/391310,Bajwa,Gujarat,22.1682,73.4652,
IN/391320,Jawahar Nagar,Gujarat,22.1682,73.4652,
IN/391340,Nandesari I E,Gujarat,22.1682,73.4652,
IN/391440,Padra,Gujarat,22.2333,73.0833,4
IN/391441,Dabka,Gujarat,22.25,72.95,4
IN/391460,Vadu,Gujarat,22.2417,73.0167,
IN/391510,Jarod,Gujarat,22.4333,73.3333,4
IN/391520,Samlaya R S,Gujarat,22.4333,73.3333,
IN/391530,Sandasal,Gujarat,22.4333,73.3333,
IN/391740,Chhani,Gujarat,22.1682,73.4652,
IN/391810,Gajera,Gujarat,22.1833,72.9,
IN/391815,Kahanva,Gujarat,22.1833,72.9,4
IN/391817,Vadach,Gujarat,22.1833,72.9,
IN/392001,Gayatri Nagar,Gujarat,21.7917,72.7917,
IN/392011,Zadeshwar,Gujarat,21.7917,72.7917,
IN/392013,Tavra,Gujarat,21.7917,72.7917,
IN/392015,Narmadanagar,Gujarat,21.7917,72.7917,
IN/392020,Dayadra,Gujarat,21.7917,72.7917,
IN/392021,Pariej,Gujarat,21.7917,72.7917,
IN/392025,Samni,Gujarat,21.7917,72.7917,
IN/392040,Tankan,Gujarat,21.7917,72.7917,
IN/392111,Achhod,Gujarat,21.7,72.5833,
IN/392130,Dahej,Gujarat,21.7,72.5833,4
IN/392150,Jambusar Bazar,Gujarat,21.7,72.5833,
IN/392153,Uber,Gujarat,21.7,72.5833,
IN/392163,Tham,Gujarat,21.7,72.5833,
IN/392165,Pakhajan,Gujarat,21.7,72.5833,
IN/392210,Nabipur,Gujarat,21.8833,73,
IN/392220,Palej,Gujarat,21.8833,73,
IN/392230,Ikhar,Gujarat,21.8833,73,
IN/392240,Tankaria,Gujarat,21.8833,73,4
IN/393010,O N G C Ankleshwar,Gujarat,21.5958,73.2708,
IN/393020,Sajod,Gujarat,21.6167,72.9,4
IN/393030,Hansot,Gujarat,21.5833,72.8,4
IN/393040,Dediapada,Gujarat,21.6333,73.5833,4
IN/393050,Sagbara,Gujarat,21.55,73.8,4
IN/393115,Rajpardi,Gujarat,21.7167,73.3583,
IN/393120,Umalla,Gujarat,21.5667,73.2167,
IN/393125,Deheli,Gujarat,21.5667,73.2167,4
IN/393145,Vadia Colony,Gujarat,21.8667,73.5,
IN/393150,Lachhras,Gujarat,21.7167,73.3583,
IN/394105,Utran P H C,Gujarat,21.2833,72.9833,
IN/394114,Nani Naroli,Gujarat,21.2833,72.9833,
IN/394115,Panol,Gujarat,21.2833,72.9833,
IN/394120,Tarsadi,Gujarat,21.2833,72.9833,
IN/394125,Hathuran,Gujarat,21.2833,72.9833,
IN/394155,Ghala,Gujarat,21.2833,72.9833,
IN/394160,Mandvi Surat,Gujarat,21.2833,72.9833,
IN/394170,Tadkeshwar,Gujarat,21.2833,72.9833,
IN/394180,Kamrej,Gujarat,21.2833,72.9833,4
IN/394185,Kamrej Char Rasta,Gujarat,21.2833,72.9833,
IN/394210,Udhna,Gujarat,20.9778,73.1,
IN/394220,Baroda Rayon,Gujarat,20.9778,73.1,
IN/394221,Pandesara I E,Gujarat,20.9778,73.1,
IN/394230,Sachin,Gujarat,21.0833,72.8833,4
IN/394235,Lajpor,Gujarat,21.0833,72.8833,
IN/394241,Naldhara,Gujarat,20.9667,73.1667,4
IN/394243,Umra,Gujarat,20.8833,73.25,4
IN/394244,Mahuvaria,Gujarat,20.925,73.2083,
IN/394245,Zervavra,Gujarat,20.925,73.2083,
IN/394250,Mahuva N,Gujarat,20.9778,73.1,
IN/394270,Hajira,Gujarat,20.9778,73.1,
IN/394305,Chalthan,Gujarat,21.4667,71.7722,
IN/394310,Gangadhra R S,Gujarat,21.0833,72.9833,
IN/394315,Palsana,Gujarat,21.0833,72.9833,4
IN/394317,Baleshwar,Gujarat,21.0833,72.9833,
IN/394325,Umbhel,Gujarat,21.4667,71.7722,
IN/394327,Kadodara,Gujarat,21.4667,71.7722,
IN/394330,Orna,Gujarat,21.2167,73.2333,
IN/394335,Kadod,Gujarat,21.2167,73.2333,4
IN/394340,Madhi,Gujarat,22.1,69.1,4
IN/394360,Kakrapar,Gujarat,21.4667,71.7722,
IN/394364,Unchamala,Gujarat,21.4667,71.7722,
IN/394375,Uchhal,Gujarat,21.4667,71.7722,
IN/394440,Zankhavav,Gujarat,21.45,73.5,
IN/394445,Umarpada,Gujarat,21.45,73.5,4
IN/394515,Fertilizernagar Tribhco S,Gujarat,21.3333,72.75,
IN/394540,Olpad,Gujarat,21.3333,72.75,4
IN/394601,Bardoli H Q,Gujarat,21.2167,72.7333,
IN/394631,Gadat (Bihar),Gujarat,21.2167,72.7333,
IN/394650,R S,Gujarat,21.2167,72.7333,
IN/394660,Central Pulp Mills,Gujarat,21.2167,72.7333,
IN/394670,Fort Songadh,Gujarat,21.2167,72.7333,
IN/394680,Cenral Colony,Gujarat,21.2167,72.7333,
IN/394690,Bajipura,Gujarat,21.2167,72.7333,
IN/394710,Ahwa Dangs,Gujarat,20.7667,73.4833,
IN/394720,Saputara,Gujarat,20.7667,73.4833,
IN/394730,Waghai,Gujarat,20.7667,73.4833,4
IN/394810,Illav,Gujarat,21.2167,72.7333,
IN/395002,Sagrampura,Gujarat,21.1667,72.8333,
IN/395003,Salabatpura,Gujarat,21.1667,72.8333,4
IN/395005,Ramnagar,Gujarat,21.1667,72.8333,
IN/396001,Chhipwad,Gujarat,20.6,72.9,
IN/396006,Tithal,Gujarat,20.6,72.9,4
IN/396020,Bamti,Gujarat,20.7833,72.1667,
IN/396025,Tiskari,Gujarat,20.7833,72.1667,
IN/396030,Hanuman Bhagda,Gujarat,20.7833,72.1667,
IN/396041,Achhavani,Gujarat,20.9667,71.4333,
IN/396042,Vad,Gujarat,20.9667,71.4333,4
IN/396065,Nani Vahial,Gujarat,20.7833,72.1667,
IN/396112,Zaroli,Gujarat,20.3583,72.8208,
IN/396125,Damnizumpa,Gujarat,20.3583,72.8208,
IN/396126,Nana Pondha,Gujarat,20.3583,72.8208,
IN/396135,Nargol,Gujarat,20.2333,72.75,4
IN/396142,Kalgam,Gujarat,20.3583,72.8208,
IN/396145,Pardi Paria,Gujarat,20.3583,72.8208,
IN/396156,Manda,Gujarat,20.3583,72.8208,
IN/396170,Umargam,Gujarat,20.2,72.75,4
IN/396171,Umargam I E,Gujarat,20.3583,72.825,
IN/396175,Umarsadi,Gujarat,20.5167,72.9,4
IN/396180,Udvada,Gujarat,20.4833,72.8833,4
IN/396185,Udvada R S,Gujarat,20.4833,72.8833,
IN/396210,Daman,Daman and Diu,20.4167,72.85,4
IN/396220,Moti Daman,Daman and Diu,20.3233,72.93,
IN/396223,Magarwada,Gujarat,20.3233,72.93,
IN/396230,Silvasa,Dadar and Nagar Haveli,20.2833,72.95,
IN/396235,Naroli,Dadar and Nagar Haveli,20.2833,72.95,4
IN/396240,Karad,Dadar and Nagar Haveli,20.2167,73.05,4
IN/396321,R S,Gujarat,20.825,72.975,
IN/396340,Endhal,Gujarat,20.825,72.975,
IN/396350,Gadat,Gujarat,20.825,72.975,
IN/396360,Gandevi,Gujarat,20.8167,72.9833,4
IN/396370,Kachchha,Gujarat,20.8333,72.9667,
IN/396385,Untdi,Gujarat,20.825,72.975,
IN/396403,Aat,Gujarat,20.9333,72.9167,
IN/396406,Abrama,Gujarat,20.9333,72.9167,
IN/396415,Dabhel,Gujarat,21.0333,72.95,4
IN/396421,Jalalpore,Gujarat,20.9667,72.9,
IN/396424,Kabilpore,Gujarat,20.9333,72.9167,
IN/396427,Kaliavadi,Gujarat,20.9333,72.9167,
IN/396445,Udyognagar,Gujarat,20.9333,72.9167,
IN/396450,Eru Agri College,Gujarat,20.9333,72.9167,
IN/396452,Sadadvel,Gujarat,20.9333,72.9167,
IN/396460,Panar,Gujarat,20.8333,72.8833,4
IN/396469,Ugat,Gujarat,20.8333,72.8833,
IN/396521,Chikhli,Gujarat,20.75,73.0667,4
IN/396530,Degam,Gujarat,22.1667,72.6,4
IN/396540,Fadvel,Gujarat,21.4583,72.8333,
IN/396590,Unai,Gujarat,21.4583,72.8333